R,C,PAS,AHM,DD5
44,3,200.12903,14.793548999999999,606.3871
44,4,199.87097,14.8,608.80646
44,5,202.7742,14.670967999999998,605.6129
44,6,204.2258,14.641935,611.0323
44,7,213.80646000000002,13.719354999999998,589.0
44,8,210.35484,13.567742,575.74194
44,9,240.67741,11.522581,530.4839
44,10,224.74192999999997,12.167742,548.6129
44,11,219.96774,12.638710000000001,556.4839
44,12,201.35484,14.345161,582.8387
44,13,208.80646000000002,13.654839,563.6129
44,14,218.48387000000002,12.970967,543.19354
44,15,231.45161000000002,11.770967500000001,509.2258
44,16,223.16128999999998,12.606452,531.5806
44,17,224.51612999999998,12.441936,536.5806
44,18,218.93549,12.390323,541.4516
44,19,227.64516,11.496774,521.25806
44,20,236.48387000000002,10.767742,489.41934000000003
44,21,227.93549,11.393548,506.4516
44,22,221.93549,11.496774,477.48385999999994
44,23,219.7742,11.445161,465.67742999999996
44,24,206.67741,11.867742,462.03225999999995
44,25,190.80646000000002,12.761291,483.64517
44,26,163.67741,15.222581,524.4194
44,27,151.29033,16.445162,530.5806
44,28,147.74193,17.051613,524.4516
44,29,143.64516,17.345160999999997,510.7742
44,30,149.90323,16.32258,475.58065999999997
44,31,148.32259,16.461289999999998,476.03225999999995
44,32,143.3871,16.925806,464.0
44,33,143.45161000000002,16.741936,453.74194000000006
44,34,127.16129,19.23871,477.25805999999994
44,35,125.19355,19.787096,484.7742
44,36,119.354836,20.951612,486.51614000000006
44,37,121.0,20.661291000000002,478.1613
44,38,122.09676999999999,18.990322,467.67742999999996
44,39,,,
45,0,673.9677,3.4483870999999997,260.0
45,1,297.7097,9.954839,496.4516
45,2,204.25807,14.367742000000002,592.9032
45,3,205.41936,14.212903,582.0645
45,4,208.67741,14.180645000000002,606.8387
45,5,206.48387,14.393548000000001,613.0968
45,6,207.51613,14.277419,610.29034
45,7,218.67741,13.445160999999999,591.74194
45,8,222.70967000000002,13.093549000000001,581.74194
45,9,221.96774,13.083871,582.25806
45,10,220.64516,13.158064999999999,574.5806
45,11,201.64516,14.5,587.871
45,12,201.48387,14.529032999999998,577.6774
45,13,194.51613,15.3,597.5806
45,14,196.32259,14.983870499999998,585.25806
45,15,200.45161000000002,14.474194,578.4516
45,16,202.70967,13.938709,574.9032
45,17,201.64516,13.525806,581.6774
45,18,197.12903,13.883871,597.0645
45,19,202.35484,13.406451,586.3226
45,20,215.54838999999998,12.396774,552.9032
45,21,221.70967000000002,11.745161,521.129
45,22,206.83871000000002,12.464516,508.09677
45,23,212.70967000000002,12.296774000000001,528.0323
45,24,178.35484,14.345161,533.9355
45,25,172.03226,14.693548000000002,529.8387
45,26,162.3871,15.248387,525.9677
45,27,152.3871,16.309677,520.129
45,28,154.12903,16.009678,507.2258
45,29,151.96774,15.929032000000001,499.41934000000003
45,30,150.12903,16.090322,482.4516
45,31,151.58064,15.790322,464.6129
45,32,151.80646000000002,15.606451999999999,450.03225999999995
45,33,144.3871,16.67742,467.25805999999994
45,34,133.87097,18.038710000000002,479.5484
45,35,136.7742,17.6,461.09677
45,36,127.3871,19.35484,468.7097
45,37,124.96773999999999,19.406451999999998,466.19354000000004
45,38,124.90323000000001,19.225807,473.35483
45,39,121.90323000000001,19.219355,494.80645999999996
45,40,117.58063999999999,21.680645000000002,516.0
46,0,370.7742,7.7225804,426.2258
46,1,391.87097,7.254839,410.03226
46,2,468.4516,5.919355,393.7742
46,3,209.87097000000003,13.954839000000002,585.9355
46,4,209.51613,14.177420000000001,613.5806
46,5,211.12902999999997,14.019355,609.3226
46,6,215.67741,13.719354999999998,603.4839
46,7,262.51614,11.029033,559.6129
46,8,212.25807000000003,13.719354999999998,619.1613
46,9,224.51612999999998,13.090322500000001,605.3226
46,10,198.48387,14.929032000000001,607.2258
46,11,197.3871,15.183871,625.5806
46,12,195.7742,15.267742000000002,614.871
46,13,190.70967,15.432258,606.5161
46,14,186.09677,15.432258,603.0645
46,15,190.80646000000002,14.793548999999999,596.4194
46,16,190.06451,14.787097,611.3548599999999
46,17,187.58064,14.8,620.6451400000001
46,18,194.45161000000002,14.148387,608.0323
46,19,206.19353999999998,13.203226,590.3226
46,20,224.12902999999997,11.82258,539.7742
46,21,203.48387,13.022581,576.6774
46,22,193.06451,13.574194,576.29034
46,23,172.54838999999998,14.935483999999999,568.9032
46,24,175.29033,14.470967000000002,541.80646
46,25,177.41936,13.774194,513.25806
46,26,174.06451,13.951611999999999,517.29034
46,27,170.83871000000002,14.090322500000001,509.25805999999994
46,28,162.58064,14.758064000000001,508.64517
46,29,149.2258,16.435484,507.64517
46,30,150.67741,16.135485,497.51614000000006
46,31,151.93549,15.929032000000001,495.09677
46,32,155.25807,15.387096,472.25805999999994
46,33,146.3871,16.277420000000003,466.67742999999996
46,34,138.0,17.419355,473.4516
46,35,143.7742,16.248386,446.67742999999996
46,36,152.67741,14.903226,418.9355
46,37,129.87097,18.441935,457.74194000000006
46,38,129.06451,18.274193,473.41934000000003
46,39,130.58064,18.525806,483.0
46,40,134.64516,18.535484,478.5484
47,0,389.4516,7.2258059999999995,386.19354
47,1,387.51614,7.258064699999999,411.7097
47,2,322.03226,9.077419,485.87097
47,3,295.19354,10.070967999999999,509.03225999999995
47,4,213.3871,13.787097,599.0645
47,5,231.51612999999998,12.903226,595.4516
47,6,230.93549,12.82258,586.0323
47,7,291.7742,9.619355,516.0645
47,8,270.67742999999996,10.416129,549.19354
47,9,218.35484,13.367742000000002,615.0323
47,10,214.54838999999998,13.787097,640.1613
47,11,200.87097,14.987097,646.5161
47,12,196.41936,14.906451,634.6129
47,13,197.09677,14.493548,664.6774
47,14,192.6129,14.554839000000001,660.9677
47,15,190.0,14.658064999999999,644.9355
47,16,186.06451,14.822579999999999,632.3871
47,17,189.12903,14.622581,633.74194
47,18,188.48387,14.580646,638.9677
47,19,194.35484,13.948387,621.25806
47,20,191.67741,13.996773999999998,624.3871
47,21,190.51613,13.922581,612.5161
47,22,185.6129,14.074194,613.3548599999999
47,23,186.48387,13.909677499999999,609.5161
47,24,179.64516,14.096774,556.0
47,25,175.19353999999998,14.112904,536.0323
47,26,175.3871,13.774194,527.4194
47,27,169.25807,14.177420000000001,522.70966
47,28,171.29033,13.954839000000002,521.0645
47,29,166.64516,14.238709,513.0968
47,30,162.93549,14.535484,493.0645
47,31,153.19353999999998,15.735484,482.6129
47,32,163.29033,14.2,448.90323
47,33,159.29033,14.53871,448.12903
47,34,150.7742,15.367742000000002,441.67742999999996
47,35,149.09677,15.2,424.19354000000004
47,36,149.45161000000002,15.225806,416.25806
47,37,133.19353999999998,17.880646,455.6129
47,38,146.64516,15.903226,429.19354000000004
47,39,172.93549,14.33871,414.58066
47,40,144.83871000000002,18.2,488.0
47,41,,,
48,0,554.80646,4.6709676,314.0
48,1,507.64517,5.264516400000001,339.51614
48,2,436.58065999999997,6.4129033,397.5484
48,3,276.87097,10.83871,522.3871
48,4,218.19353999999998,13.429032000000001,593.129
48,5,240.06451,12.270967500000001,575.8387
48,6,247.03226,11.619355,555.80646
48,7,235.12902999999997,12.058064,564.871
48,8,306.74194,9.009678,524.871
48,9,266.32257000000004,10.625807,601.6451400000001
48,10,205.3871,14.409677499999999,652.9032
48,11,205.96774,14.170967999999998,661.1613
48,12,201.83871000000002,14.341935000000001,668.8710000000001
48,13,198.54838999999998,14.048388000000001,691.4516
48,14,194.32259,14.309676999999999,685.6451400000001
48,15,188.93549,14.638710000000001,677.9032
48,16,192.16128999999998,14.474194,694.0
48,17,187.6129,14.693548000000002,684.5806
48,18,184.58064,14.796774,668.80646
48,19,184.58064,14.683871,673.5484
48,20,184.29033,14.509678,666.9032
48,21,185.16128999999998,14.316129,661.1613
48,22,188.03226,13.854838,637.5806
48,23,185.3871,13.825807000000001,619.0968
48,24,182.7742,13.7709675,562.6451400000001
48,25,180.12903,13.583870999999998,542.19354
48,26,188.19353999999998,12.890323,539.19354
48,27,186.51613,12.793549,523.5484
48,28,181.80646000000002,12.690323,508.8387
48,29,177.06451,13.222581,497.7097
48,30,158.35484,15.083870999999998,492.64517
48,31,158.32259,15.029032999999998,493.7742
48,32,162.64516,14.283871,463.7742
48,33,165.0,13.593549,426.51614000000006
48,34,154.83871000000002,14.458064000000002,416.1613
48,35,181.3871,11.732258,381.0
48,36,172.03226,12.46129,382.7097
48,37,163.83871000000002,13.541935999999998,396.32257000000004
48,38,143.58064,16.803226000000002,449.32257000000004
48,39,141.6129,18.409678,485.74194000000006
48,40,127.29032,20.032259,505.2258
48,41,119.87096399999999,21.612904,525.74194
48,42,,,
49,0,386.7097,7.3032259999999996,401.6129
49,1,481.4516,5.5741935,362.6129
49,2,349.7742,8.293549,450.58065999999997
49,3,302.87097,9.683871,494.03225999999995
49,4,226.96774,12.993547999999999,580.129
49,5,229.58064,12.670967999999998,573.74194
49,6,273.41934,10.329032000000002,528.19354
49,7,300.0645,9.106452,502.3871
49,8,310.67742999999996,8.512903,480.6129
49,9,258.25806,10.738709,566.0968
49,10,225.03226,12.329032000000002,646.3871
49,11,207.09677,13.396773999999999,671.0323
49,12,211.64516,12.929032000000001,685.0323
49,13,210.64516,12.664516,672.3871
49,14,200.16128999999998,13.674192999999999,701.0645
49,15,194.58064,14.158064999999999,707.8387
49,16,189.93549,14.503226000000002,701.80646
49,17,183.83871000000002,14.816129,700.4839
49,18,183.25807,14.861289999999999,705.9355
49,19,183.2258,14.825807000000001,698.0
49,20,184.35484,14.545160999999998,683.9355
49,21,186.58064,14.112904,664.7742
49,22,188.51613,13.6967745,649.74194
49,23,188.58064,13.567742,650.4194
49,24,189.83871000000002,13.241935999999999,616.6451400000001
49,25,189.3871,13.251613,579.74194
49,26,194.48387,12.364516,533.70966
49,27,192.41936,12.070967999999999,509.9355
49,28,194.48387,11.8032255,502.90323
49,29,194.19353999999998,11.741936,495.90323
49,30,171.96774,13.690323000000001,503.8387
49,31,164.32259,14.364516,494.35483
49,32,163.16128999999998,14.235484,457.32257000000004
49,33,170.96774,13.209678,440.6129
49,34,194.48387,10.577419,379.35483
49,35,185.19353999999998,11.309677,377.19354
49,36,166.25807,13.148387,399.03226
49,37,149.19353999999998,15.651613000000001,428.67742999999996
49,38,158.2258,14.9,443.35483
49,39,134.19353999999998,18.661291000000002,493.1613
49,40,124.67742,20.664516,515.3226
49,41,122.19355,21.512903,523.8387
49,42,122.3871,21.5,522.5806
49,43,,,
